propeller airplane	tail
bulk cargo	due to size
vehicle registration	vehicle insurance
passenger railway car	beds
ship compartment	lower
personal watercraft	popular
fishing boat	transporting people
dual gauge railway	track gauge conversion possible
drilling ship	conduct seismic survey
airport classification	control towers
maritime blockade	intercepting ships
electric device	aesthetically pleasing
transportation device	vacation
transportation schedule	expensive
maritime blockade	qatar-saudi arabia
terminal building	airport theme
etiologic agent	microbiology
fishing vessel	commercial fishing
canal	water storage
sport utility vehicle	mid-range
track gauge	locomotives
waterway junction	suez canal
crew list	updated regularly
ship register	safety and security
keeping	protect
offshore supply ship	vessel
crew list	entire company
transportation schedule	subway
full size van	cargo transport
passenger railway car	convenience
cable ship	strong
electronic signalling	radio wave
head end car	long
propeller airplane	small-scale transportation
private railcar	private bathroom
dry bulk cargo	natural
private railcar	lavatory
electric device	input power
radio navigation beacon	emitting signals
vehicle registration	contact information
head end car	transportation network
dangerous goods	limited to experts
traffic signal	to control traffic flow
track gauge	tourist attractions
full size van	boxy
parking garage	24/7 availability
animal powered vehicle	eco-friendly
chemical tanker ship	requires specialized crew
canal	built
intentional process	achieving
electronic signalling	amplitude shift keying
long ton	short ton is used in us system
ship hatch	emergency escape route
railroad bridge	wood
road transportation system	privately owned
intentional process	inspired by purpose
transportation authority	maintainer
road vehicle	transporting people
general cargo ship	aluminum
cable ship	self-propelled
organizational process	monitored
land vehicle	on-road
offshore anchorage	storage
navigation light	emit sound
gallery car	regular schedule
whaling ship	manual
track gauge	developed in
portable bridge	ropes
traffic control process	roads
waterway junction	rapid flow
canal system	private company
transportation device	long-distance travel
petroleum tanker ship	coastal waters
vehicle crew	sensory perception
standard gauge railway	standard
chemical tanker ship	varies
military watercraft	diesel engine
railroad track	underground
drilling ship	government agency
rail transportation system	moving people
cubic foot	engineering
land area	lake
refrigerated compartment	keeping fresh
offshore anchorage	vessel safety
vehicle wheel	rotating
flight deck	on a military base
spine car	electric locomotive
canal lock gate	has a gate-like shape
crew list	listing staff for an event
petroleum pipeline	energy security
intentional process	purpose
legal charge	national
offshore support ship	offshore oil platforms
petroleum pipeline	leakage
air traffic control procedure	flight planning computer
river port	trucking
scale test car	automotive companies
electrical signalling	regulate bodily functions
air traffic control center	ensure safety
diesel engine	large
freight car	store goods
waterway junction	maintenance
electronic device	speaker
fixed bridge	built by humans
road transportation system	car
cab car	loud
military watercraft	marine corps
canal	renovation
radar or sonar	bounce off objects
single traffic lane	separated by barriers
petroleum product pipeline	several inches
hangar bay	composite
port facility	roads
gallery car	expensive
surfaced roadway	rural road
sea lane	beacons
radar or sonar	reflection
organizational process	centralized
fishing vessel	transporting people
ship berth	allowing ships to load and unload
port facility	power supply
refrigerated compartment	home fridge
contract carrier	courier
rolling stock	large
air traffic control center	ensuring safe takeoff
freighter	haul freight
railroad company	local
multiple track railway	sleeper
dual gauge railway	shared track for different trains
railway vehicle	single
intermodal transportation	transportation
transportation system	high-speed
multiple track railway	commuter trains
multiple track railway	safer travel
ship hull	curved
surfaced roadway	dirt
commercial carrier	consumer
taking off	rocket launch
cab car	autonomous system
organic compound	non-toxic
radar or sonar	active
rocket engine	structural integrity
ship hold	customized
radio navigation beacon	maritime navigation
port crane	port equipment
fishing boat	oars
arriving	check-in
intermodal transportation	public
unpaved runway	private airstrips
ship deck	providing access
vehicle carrier ship	port
dry bulk cargo	infestation
material handling equipment	electronic
long ton	long tonne
railroad company	tickets
traffic signal	efficiency
traffic control process	educating drivers
port city	mainly driven by
shipping channel	around islands
etiologic agent	contact
transit terminal	ticket counter
moving violation	urban areas
bulk cargo	manufacturing
electrified railway	around the world
tugboat	diesel
vehicle crew	outdoor
hopper dredger	waterway maintenance
radio navigation beacon	guides aircraft
freight car	rolling stock
transit shelter	concrete
managing	calendar
pier	docks
transit shelter	repair work
minivan	flexible seating arrangement
organizational process	technology
atmospheric region	temperature increasing
land vehicle	leisure
fish factory ship	processing facilities
multiple track railway	parallel tracks
guiding	persuasive
ship berthing	water
vehicle registration	government office
transitway	public transportation route
partial container ship	deliver
private railcar	historic
whaling ship	controversial
track gauge	united nations
transit stop	ticket counter
rail transportation system	long-distance
common carrier	provide reliable service
propeller airplane	training
vehicle crew	warehouse
relational attribute	property that describes relationship between entities
flatcar	varies
port facility	low season
bulkhead	in shipbuilding
transitway	divided lanes
transit stop	rideshare
spine car	delivering goods
transit shelter	regularly inspected
dual gauge railway	compatible with multiple train types
parking garage	stairwells
registry ton	1,000 cubic meters
railroad track	necessary
drilling ship	floating
containerization	scalability
electrical signalling	serotonin
containerization	interoperability
minivan	comfort
truck trailer	long-distance haulage
commercial carrier	planes
electric device	professional
train assembly	carry
organizational process	manager
flight deck	command
contract carrier	managing logistics
ship hull	anchor point for rigging
cabotage	to reduce dependence on foreign shipping
legal charge	government agency
cargo container	reinforcement
attribute	qualitative
port facility	near waterway
transportation device	moving goods
road transportation system	social connection
aid to navigation	paper-based
dry bulk cargo	not contained
flatcar	attached to locomotive
cargo handling	land
port crane	ports
electric device	motor
railroad company	government
road junction	four
international airport	modern
rail transportation system	government
fire boat	sophisticated communication systems
fixed bridge	traffic flow
turboprop airplane	piston
body motion	weekly
portable bridge	arch
ship hold	dry hold
vehicle carrier ship	shipping cargo
diesel engine	cylinder
fixed bridge	has a pedestrian walkway
flatcar	non-specialized
standard gauge railway	introduced in 19th century
canal lock	pumps and gates
refrigerated compartment	replacing parts
land vehicle	6
railcar carrier ship	dependent on wind
crew list	occasionally reviewed
navigation light	emergency response
cab car	daily commute
transportation device	many people
light fixture	vintage
body motion	swimming
whaling ship	pequod
navigation light	by maritime law
chemical tanker ship	medium
crew list	table
traffic signal	blank
passenger railway car	accommodation
attribute	intrinsic
electric device	computer
emergency road vehicle	paramedics
ocean liner	itinerary
aid to navigation	guiding direction
water transportation system	waterway
airport classification	functionality
mode of transit	long distance
organic object	nutrient-rich
transit stop	routing
electrical signalling	synaptic plasticity
fixed bridge	repairs
rolling stock	covered
motor scooter	reduced traffic congestion
moving violation	vehicle owner
canal system	reliant on human labor
glider airplane	dependent on terrain
chemical tanker ship	safety-focused
legal charge	judicial
railway junction	industrial zones
petroleum product pipeline	built by governments
transportation authority	public safety
broad gauge railway	can reduce maintenance costs
liner service	tracking
organizational process	regular
rocket engine	testing
atmospheric region	nitrogen-rich
organic object	dependent on water
private railcar	private chef
relational attribute	relational databases
cab car	long
set or class	can contain any type of object
deepwater port	ship repair
glider airplane	competitive sport
ship deck	loading and unloading cargo
rocket engine	ground test facility
port crane	docks
aid to navigation	harbor
water transportation system	quay
ship berthing	safety regulations
shipping channel	for boats
port embargo	tariffs
paved runway	weather-resistant
minivan	multi-purpose
organic object	with air
unpaved runway	difficult to navigate
portable bridge	adjustable length
sea lane	regulated by coastal authorities
transitway	bike lane
port facility	year-round
arriving	after a while
attaching	emotional
railroad bridge	infrastructure
canal system	canal banks
train assembly	travel long distance
maritime blockade	preventing ships from entering or leaving
truck trailer	transport goods
electric motor	stepper motor
port city	sea
managing	deadlines
organic object	contains minerals
shipping lane	vulnerable to environmental changes
terminal building	taxi stands
body motion	air
single traffic lane	lane marking
ship register	tankers
ship berthing	mechanized
drilling ship	continuous
partial container ship	multiple compartments
chemical tanker ship	periodic inspections
railroad company	security
personal watercraft	recreational vehicle
fishing boat	sailors
guiding	decision making
keeping	data
commercial airport	retail shops
glider airplane	no engine
railroad bridge	city
cargo container	custom
flatcar	train
ship cabin	furniture
organic object	temporary
keeping	sustainability
ship hatch	ship
sea lane	by dredging
managing	client
cargo container	regular inspection
commercial carrier	port
transitway	to reduce congestion
volume measure	convertible from
air route	hub airport
scale test car	testing track
canal	artificial
commercial airport	aviation authority
atmospheric region	very high
fuel tank	inspected
water transportation system	canal
flight schedule	stops and layovers
lighter	starts flame
transit stop	subway
water transportation system	yacht
train station	minor station
coach railcar	railway vehicle
fishing boat	transporting
jet engine	burning fuel
transportation system	low-speed
pier	exposed to weather
international airport	terminal building
organizational process	correction
managing	small team
water transportation system	sea
hangar bay	naval base
truck trailer	loading dock
port facility	seasonal fluctuations
air traffic control procedure	faa guidelines
terminal building	glass roof
atmospheric region	absorbing radiation
hangar bay	on aircraft carrier
ship hatch	side of ship
offshore supply ship	around 10 knots
partial container ship	modified container ship
electrical signalling	sensory
jet airplane	expensive
ship cabin	stern
ship berth	ship loading/unloading
truck tractor	dump truck
ocean liner	crewed
electronic signalling	wireless communication
crew list	organizing work
transit terminal	private
gallery car	fixed route
petroleum product pipeline	several feet
river port	trains
whaling ship	seas
commercial carrier	storage fees
motor scooter	non-polluting
electric motor	constant
track gauge	1828
electric device	power
transportation system	non-profit
container ship	private owner
crane ship	port-based
deepwater port	docking
cubic foot	building
organic compound	environment
petroleum tanker ship	tank
set or class	with or without duplicates
private railcar	train routes
port city	railways
radio navigation beacon	providing navigation
ship agent	shipping
broad gauge railway	thicker
turbojet engine	low efficiency
fixed bridge	built on piers
hopper dredger	sediment removal
container terminal	firefighting equipment
canal system	shortest
containerization	orchestration
multiple track railway	near cities
transportation system	trained
fire engine	airplane
electrified railway	more efficient
airport classification	commercial flights
regulatory process	event-driven
cabotage	intra-regional
bulk cargo	mechanically
cubic foot	measuring building materials
fishing boat	sporting
registry ton	united kingdom
radar	processing signals
fishing vessel	specialized
port embargo	impose costs
dry bulk cargo	factories
turbojet engine	increased range
land vehicle	three
water transportation system	slow speed
ship hull	lightweight
containerization	application development
traffic signal	increases efficiency
container terminal	multiple cranes
common carrier	required to provide services
air traffic control procedure	efficient air traffic flow
organizational process	team-based
truck trailer	storing
government organization	small
railroad bridge	restored in 21st century
offshore anchorage	buoyed
vehicle carrier ship	specialized cranes
gallery car	carriage
track gauge	varies between countries
head end car	lights
rolling stock	open
whaling ship	weather-resistant
truck trailer	open-top
organizational process	better outcomes
water transportation system	safety regulations
vehicle carrier ship	decks
chemical tanker ship	weather conditions
aid to navigation	terrestrial
freighter	wind
air traffic control center	ensures safety
land area	villages
transportation device	commercial
intentional process	consciousness
tank car	thousands of liters
freighter	international trade
radio navigation beacon	gps satellites
fish factory ship	trawls
ship deck	exposed to sun
navigation buoy	moored to sea floor
vehicle wheel	steer vehicle
canal lock gate	painting
fish factory ship	massive
local transit system	connecting cities
mass measure	measuring substances
train assembly	freight
traffic control process	adjusting traffic signals
department of transportation	providing transportation services
mass measure	1 kilogram = 1000 grams
shipping lane	shipping vessels
airport classification	emergency
multiple track railway	repair
cabotage	played significant role in global trade
airport classification	busiest
diesel engine	sparkless
transportation authority	issue driver licenses
freighter	multiple holds
turbojet engine	low
petroleum pipeline	security measures
road junction	one-way streets
pusher tug	assisting in docking
sport utility vehicle	off-road suspension
internal attribute	derived
maritime blockade	diplomatic tensions
passenger car	luxury
canal lock gate	enabling boat travel
shipping lane	for cargo ships
intermodal transportation	reduces congestion
motor scooter	vehicle
railway junction	terrain
aid to navigation	piloting an aircraft
diesel engine	vibration
air route	continent
diesel fuel	powers machinery
intermodal transportation	reducing transportation costs
container ship	moving containers
turboprop airplane	noisier than jet plane
international airport	most modern
cubic foot	equivalent to 28.32 liters
body motion	sideways
atmospheric region	very hot
signalling	circulatory system
vehicle crew	teamwork
gallery car	art exhibitions
research ship	sails
transit shelter	classic
multiple track railway	railway stations
cubic foot	measuring objects
diesel fuel	requires trained personnel
containerization	popularized in 2000s
container terminal	government
ship compartment	vehicles
mode of transit	subway
single traffic lane	lane
aid to navigation	indicates danger
flatcar	freight car
hoisting device	manufacturing
aid to navigation	aircraft
rolling stock	short
railroad bridge	highway
department of transportation	environmental protection
offshore anchorage	remote
port facility	liquid cargo
transportation system	public transportation
standard gauge railway	high-speed
road transportation system	government
light truck	diesel
traffic control process	daytime
offshore supply ship	providing maintenance services
airport classification	hangers
aid to navigation	navigating
rail transportation system	monorail
transit terminal	high volume
mode of transit	delivery
traffic light	street corner
navigation buoy	light
cargo manifest	file cabinet
electrified railway	moving people
head end car	freight company
commercial shipping	measures
vehicle carrier ship	thousands of tons
cargo manifest	item description
refrigerated compartment	below 40°f
refrigerated compartment	inside refrigerator
light fixture	shades
rocket engine	convergent
local transit system	environmental impact
railcar carrier ship	transport vehicles
ship register	database
glider airplane	dependent on certification
electronic device	information
navigation	west
railroad company	oil
outfit car	plastic
whaling ship	historical
fish factory ship	seasonally
cabotage	restricted to national carriers
glider airplane	simple
commercial carrier	destinations
dual gauge railway	reduces traffic congestion
electric device	medium
land vehicle	train station
gallery car	unique
road junction	to improve safety
navigation	regional
local transit system	fixed route
international airport	transportation hub
light fixture	outdoor
commercial airport	airport security
government organization	regulatory
head end car	pushes
fishing boat	multiple people
arriving	unexpected
organizational process	efficient management
cab car	enclosed
traffic light	guide drivers
freight car	automobiles
port facility	refueling station
minivan	seven or eight seats
moving violation	tailgating
electronic device	compact
common carrier	reliability
petroleum pipeline	varies
canal system	indoor
trade embargo	restricted trade
parking garage	security cameras
fish factory ship	marine industry
fishing vessel	company
turbojet engine	produces noise
surfaced roadway	country
department of transportation	driver's license issuance
local transit system	tracks
cabotage	right to sail between ports
airport classification	transportation
signalling	direction
refrigerated compartment	outdoor
glider airplane	precision
passenger ship	chef
spine car	unique
land area	ground surface
deck cargo	chains
passenger ship	swimming pool
commercial agent	verbal
canal structure	waterway
fish factory ship	supporting local fishing industry
dual gauge railway	increasing flexibility
jet airplane	transatlantic
liner service	boat
water area	supports aquatic life
ship compartment	bed
traffic light	timer-controlled
head end car	specialized features
land area	large
sea lane	oceans
offshore supply ship	anchor handling tug
canal lock gate	operated by hand or machine
transitway	cars
electric device	television
hangar bay	repairing and refueling aircraft
river port	loading/unloading facilities
offshore support ship	shipping companies
portable bridge	plastic
tank car	insulated interior
mass measure	medium
bulkhead	partition in a building
ship cabin	wood
transportation authority	convenience
transit shelter	to provide information to passengers
river port	passenger transport
volume measure	size
organic object	hard
general cargo ship	general cargo vessel
cable ship	specialized vessel
sport utility vehicle	boxy shape
vehicle carrier ship	governments
organizational process	worker
hangar bay	runway
intermodal transportation	lowers emissions
transportation authority	building
canal lock	facilitates trade
legal charge	deterrence
dry bulk cargo	barges
bulkhead	separating
electrified railway	transport people
ship deck	area for passengers
aid to navigation	calculates position
road transportation system	economic
intermodal transportation	moving goods or people by different modes
tugboat	moving
canal system	egypt
partial container ship	modified for partial use
air route	predefined
port city	ancient trade routes
railcar carrier ship	port
water area	wetlands
intentional process	self-controlled
commercial agent	professional
research ship	skilled personnel
pier	benches
passenger railway car	providing seating
moving violation	economy
road junction	country road
passenger ship	anchors
offshore anchorage	buoy marking
dangerous goods	fireworks
offshore anchorage	artificial reef
railroad bridge	connect two places
local transit system	distance-based fare
transit stop	safety cameras
ocean liner	seasonal
radar facility	monitoring
legal charge	financial
outfit car	fashion statement
vehicle crew	perform maintenance
cubic foot	everyday life
portable bridge	outdoors
tank car	used for transporting liquids
river port	loading
sea lane	fishing
long ton	uk
railcar carrier ship	container cranes
head end car	section
transportation system	fixed and dynamic
passenger ship	sea
electrified railway	increased efficiency
rocket engine	research
motor scooter	solar-powered
relational attribute	product description
canal lock gate	facilitate navigation
bill of lading	contractual agreement
air route	weather
sport utility vehicle	comfortable
organic object	to human
port crane	heavy lifting capacity
sport utility vehicle	good acceleration
petroleum tanker ship	shipping petroleum
standard gauge railway	short distance
local transit system	government-run
truck tractor	transmission
keeping	business
dining car	cleanliness
shipping lane	depth chart
fish factory ship	ship
merchant marine	played key role in global trade
cable ship	transmitting data
dual gauge railway	reduced track capacity
ship hold	loading equipment
contract carrier	customer satisfaction
scale test car	high precision
jet airplane	private
relational attribute	city is related to country
private railcar	plush seating
canal lock	ports
transit terminal	wheelchair accessible
passenger ship	local
bulkhead	improve safety
spine car	locomotive
dining car	passengers
rocket engine	hot
regulatory process	individuals
motor scooter	commuting
material handling equipment	braking system
spine car	commercial
surfaced roadway	commuting
navigation light	open sea
mass measure	calculating
vehicle crew	navigator
water transportation system	scheduled
terminal building	busy
long ton	construction industry
ship hatch	difficult
commercial shipping	deliver products
ship berth	safety rules
unpaved runway	private use
transitway	suburban
coach railcar	varies
canal structure	symbol of power
transit shelter	repairing damages
radar facility	displaying information
crew list	role
spine car	cars
train station	train cars
freight car	vehicle
volume measure	conversion
transit stop	bus lanes
tugboat	assisting larger vessels
ship cabin	toilet
petroleum pipeline	periodic cleaning
crew list	tracking attendance
cargo manifest	insurance companies
rail transportation system	less noise pollution
fish factory ship	catching fish
ship hatch	fire suppression system
cargo handling	moving goods
bulk cargo	loose
head end car	part of a train
vehicle carrier ship	flat bottom
cable ship	operating in coastal areas
light truck	suv
flight deck	emergency landing
petroleum pipeline	job creation
electronic signalling	data transfer
commercial carrier	environmentally friendly
outfit car	full-size
passenger car	brakes
canal	reducing shipping costs
rocket engine	missile
light truck	towing
road junction	low risk
rail transportation system	affordable
rail transportation system	human labor
cubic foot	equivalent to 1728 cubic inches
petroleum product pipeline	potential for leaks
deepwater port	shipping goods
terminal building	information desk
portable bridge	facilitating transportation
regulatory process	to monitor
deck crane	regular maintenance
rail transportation system	railway
road vehicle	steering
propeller airplane	powered by engine
deck cargo	domestic transportation
gallery car	viewing cityscape
train assembly	indoor
traffic light	manual control
cargo handling	container
passenger ship	operates on sea
vehicle crew	support
liner service	sea liner
deck cargo	stackable
sea lane	trade route
port facility	trade facilitator
water area	reef
cargo ship	merchant vessel
watercraft	paddle
long ton	british empire
petroleum product pipeline	shipping goods
dual gauge railway	engineering complexity
road transportation system	congestion
dual gauge railway	increased efficiency
river port	water traffic
air traffic control center	avoiding collisions
fire boat	lakes
body motion	transportation
dangerous goods	fire
propeller airplane	less than 300 mph
scale test car	accurate measurement
parking garage	driveway
keeping	wallet
petroleum tanker ship	oil and gas industry
contract carrier	handling cargo
cable ship	operates in deep water
deck crane	shipping
bulk cargo	ships
atmospheric region	blocks radiation
containerization	rkt
mass measure	ounce
ship compartment	circular
port embargo	multinational company
ship hold	providing buoyancy
standard gauge railway	trains
railroad company	handling logistics
light truck	utility vehicle
legal charge	dispute
dry bulk cargo	high
air traffic control center	managing flight routes
keeping	possession
etiologic agent	diagnosis
ship register	required by law
personal watercraft	entertainment
shipping channel	narrowly defined waterway
water transportation system	pneumatic
transit route	city
container ship	oceans
navigation	hiker
hoisting device	mechanical
international airport	air travel
head end car	powers a train
mass measure	amount of sugar in a recipe
passenger ship	long-distance
keeping	information
fire boat	waterways
navigation buoy	safety
gallery car	railway station
ore carrier ship	propeller-driven
fuel tank	inspecting
set or class	empty
vehicle registration	to track ownership
land area	countries
transit terminal	large building
road junction	city
railroad bridge	improve transportation
ship register	hull number
ship agent	shipping yard
diesel fuel	burned in engines
cabotage	trade between two countries
ship hold	carrying containers
commercial airport	food and drink
ship berth	jetty
attribute	calculation
vehicle crew	communicating with team
diesel fuel	in drums
liner service	competitive
paved runway	aircraft parking
train station	smoky
portable bridge	military operations
whaling ship	skilled
radar	military surveillance
air traffic control procedure	air traffic controller training
shipping channel	navigational challenges
traffic light	stop traffic
turboprop airplane	diesel
shipping lane	environmental considerations
local transit system	metropolitan
transit terminal	scheduling
navigation buoy	marking boundaries
ship hold	climate controlled
dual gauge railway	connecting different railway networks
commercial agent	salesperson
ship hold	sections
general cargo ship	diesel engine
air route	emergency
container terminal	economical
glider airplane	landing
full size van	family trips
glider airplane	mountain
gallery car	public space
hangar bay	launching space missions
ore carrier ship	engines
paved runway	terminal
relational attribute	in a database
navigation	outdoors
deck crane	metal
sea lane	safety measures
crew list	to keep track of personnel
electrical signalling	autonomic
electronic signalling	modulated
offshore supply ship	engine
air traffic control procedure	ads-b
offshore anchorage	shallow water
single traffic lane	city
dangerous goods	must be stored in secure locations
waterway junction	water diversion
water transportation system	maritime law
signalling	computer
commercial shipping	cargo planes
fuel tank	emptied for maintenance
navigation	car navigation
offshore anchorage	beacon lights
road vehicle	recreation
organizational process	division of labor
merchant marine	trade
liner service	cargoes
single traffic lane	high-visibility markings
turbojet engine	jet propulsion
land area	defined by a river
personal watercraft	easy maintenance
head end car	pulls the train
transitway	transporting goods
canal	regular cleaning
petroleum tanker ship	powered by diesel
scale test car	production line
light truck	rugged appearance
turbojet engine	efficient fuel consumption
containerization	limited accessibility
department of transportation	international
train assembly	freight train
offshore supply ship	emergency response
petroleum product pipeline	gasoline
airport classification	tiny
scale test car	simplified design
ship deck	angled
ore carrier ship	government
internal attribute	vital
atmospheric region	physics
department of transportation	maintenance
freighter	ocean
radio navigation beacon	helping pilots navigate
shipping channel	impact on economy
ship berth	fixed dock
shipping channel	regular dredging
transitway	high speed
organic object	sustain
passenger ship	inland
truck trailer	event logistics
portable bridge	can be stored
ship berth	recreation
shipping lane	sea route
land vehicle	abs brakes
organizational process	planning
fish factory ship	importing
cable ship	government agencies
traffic control process	emergency services
air traffic control procedure	towers
jet engine	rocket engine
bulkhead	stiffens
fuel tank	ventilation system
guiding	helping
rail transportation system	upgrades
offshore support ship	capable of long voyages
waterway junction	enabling trade
transportation device	volume
ship cabin	large
hoisting device	elevator
commercial carrier	freight charges
railway junction	connecting lines
department of transportation	traffic engineering
head end car	moves
whaling ship	factory
general cargo ship	ocean-going
cable ship	anchor
transportation device	large
glider airplane	aerodynamic lift
crew list	assigning tasks
private railcar	accommodating
vehicle registration	insurance company
emergency vehicle	police department
freighter	economic
pusher tug	assisting other vessels
flight deck	upgrades
water transportation system	steerability
fishing vessel	mooring
research ship	academic
contract carrier	terminals
truck tractor	industrial
air traffic control tower	coordinating takeoff and landing
ocean liner	iconic image
petroleum pipeline	across borders
signalling	modulation
radar	transmitter
transportation device	gps
sea lane	delays
traffic signal	synchronized
crane ship	custom-built
organic compound	volatile
transit terminal	surveillance
head end car	train yard
radio navigation beacon	hundreds of kilometers
animal powered vehicle	minimal
flight deck	communication devices
railroad company	engineers
navigation buoy	providing warning
ship deck	entertaining guests
traffic light	short
paved runway	signaling
dining car	snack
military watercraft	large
emergency vehicle	lights
port crane	steel
bill of lading	for insurance
jet airplane	high-altitude capable
arriving	relief
offshore supply ship	naval operations
chemical tanker ship	international convention for the safety of life at sea
passenger railway car	premium
private railcar	family gatherings
scale test car	reduced size
bill of lading	ensures goods are insured
transitway	exclusive right-of-way
vehicle crew	ongoing
navigation light	coastal areas
commercial shipping	competition
fire boat	pumps
shipping channel	buoys
water transportation system	connecting ports
fixed bridge	wide
passenger railway car	luxury
passenger railway car	transportation
electric motor	industrial equipment
major air carrier	passenger flights
cable ship	transmit data
ship berthing	safe anchoring
fire boat	coastal areas
cab car	train
offshore supply ship	maintaining oil platforms
containerization	shipping
canal structure	width
dining car	kitchen
intentional process	professional
containerization	cloud-native
registry ton	trade
airport classification	seasonal
railroad track	repairing
relational attribute	grade of a student
passenger ship	tourists
intentional process	putting in work
drilling ship	exploring for new resources
international airport	near mountains
cab car	freight transportation
aid to navigation	manual
contract carrier	iata
canal lock	single-chamber lock
vehicle registration	identifies vehicle owner
sea lane	recreational boating
cargo handling	small
navigation light	led
railway junction	train detection systems
ocean liner	high-end amenities
refrigerated compartment	to keep food fresh
coach railcar	narrow
containerization	docker containers
cabotage	regulation
standard gauge railway	length
container terminal	noise
keeping	shielding
pier	supporting boats
internal attribute	description of an object's properties
fire engine	fighting fires
air traffic control tower	managing flight schedules
railway vehicle	mining
taking off	gaining altitude
ship deck	ladders
rail transportation system	safe
land area	habitat
diesel engine	good for heavy loads
navigation light	to indicate
air traffic control procedure	icao regulations
land area	beach
organic object	providing oxygen
track gauge	determines train speed
railroad track	periodically replaced
navigation	approximate
taking off	clear skies
air route	cargo transport
parking garage	climate-controlled
flatcar	facilitating trade
port facility	waterways
rolling stock	carrying goods
bulkhead	airplane
emergency vehicle	yellow
air route	trade
offshore supply ship	rough seas
body motion	ball
scale test car	test drivers
container terminal	expansive
dangerous goods	avoid contact
taking off	adjusting
river port	strategic
head end car	long-distance
deck crane	port equipment
air traffic control tower	communication devices
maritime blockade	placing embargo
radar	real-time data
bill of lading	shipping information
hoisting device	mining
broad gauge railway	not globally standard
set or class	computer science
fixed bridge	civil engineering
personal watercraft	open
ship agent	maritime
mass measure	laboratory
electrified railway	mode of transportation
navigation light	local regulations
flight deck	aircraft maintenance personnel
passenger ship	slow
material handling equipment	variable
gallery car	long
etiologic agent	synthetic
attribute	quality or characteristic
whaling ship	harvesting equipment
intentional process	making a decision
atmospheric region	layered
minivan	shuttling kids
dry bulk cargo	hopper
land vehicle	single
ocean liner	large passenger ship
rail transportation system	moving goods
parking garage	enclosed
transportation schedule	fare details
electric motor	converting electrical energy
ship hold	safety standards
commercial airport	flight schedule
guiding	career
sport utility vehicle	gasoline
hoisting device	sturdy frame
track gauge	compatible with existing infrastructure
dining car	train station
petroleum tanker ship	working on open sea
broad gauge railway	can carry heavier loads
guiding	mentorship
road vehicle	slow
deepwater port	receiving cargo ships
ship hatch	storage compartment
private railcar	special occasions
fishing trawler	few
electronic signalling	strong
ore carrier ship	skilled
air traffic control center	airport
commercial shipping	bulk carriers
unpaved runway	remote location
cubic foot	linear foot
vehicle carrier ship	average 20 knots
fixed bridge	lakes
body motion	athletic
ship berth	refurbishment
railroad bridge	maintenance
vehicle registration	can be renewed
air traffic control procedure	international air transport association
terminal building	exciting
electrical signalling	response
port city	seafood cuisine
parking garage	fencing
containerization	resource-intensive
ore carrier ship	requires maintenance
electronic device	gaming console
ship berth	regulated by laws
petroleum product pipeline	safety sensors
transitway	long-distance travel
ship register	passenger ships
ship berthing	proper equipment
petroleum pipeline	emergency response
transportation device	few
relational attribute	city of residence
transportation system	seatbelt
fixed bridge	support traffic
spine car	high-end
registry ton	registry system
private railcar	transporting vips
signalling	safety
head end car	transport goods
volume measure	measuring chemicals
cabotage	domestic
railway vehicle	powers other vehicles
broad gauge railway	railway with wider track gauge than standard gauge
river port	loading equipment
air traffic control center	regulating air traffic
light truck	mitsubishi
bulk cargo	dry
internal attribute	quantifiable
bill of lading	description of goods
regulatory process	standards
radio navigation beacon	space-based
ship hatch	non-watertight
surfaced roadway	street
moving violation	inattention
ship compartment	water supply
regulatory process	rule-making
dual gauge railway	requires coordination between different railway operators
standard gauge railway	standard gauge
signalling	everyday life
paved runway	uneven
flight deck	fire suppression system
truck trailer	secure cargo hold
hangar bay	with elevators
internal attribute	primitive
transit route	specific location
chemical tanker ship	steel
traffic control process	right of way
military watercraft	masts
propeller airplane	plane
navigation buoy	provide light
fuel tank	attached to engine
signalling	entertaining
major air carrier	point-to-point
bulkhead	separate
general cargo ship	transportation
fish factory ship	freezers
intermodal transportation	multi-modal
ship hold	refrigerated
major air carrier	low-cost
dining car	convenience
shipping channel	commerce
train assembly	periodic inspections
flight deck	warning lights
chemical tanker ship	safety valves
air traffic control procedure	private
petroleum product	oil
pier	short
multiple track railway	high-speed travel
set	data analysis
relational attribute	optimizes query performance
deck crane	long boom
transit terminal	publicly owned
hoisting device	regular maintenance
government organization	national territory
organizational process	personnel
petroleum product pipeline	fuelling cars
research ship	marine biologists
set or class	classifying objects
water area	regulating climate
fishing vessel	propulsion system
atmospheric region	supports
set	defined by a property
gallery car	stationary
navigation	critical for survival
arriving	late
common carrier	train company
regulatory process	to protect public interest
electric motor	difficult
petroleum product	industrial processes
electronic device	processing
diesel fuel	used in industrial equipment
shipping lane	facilitating international trade
cargo manifest	listing cargo items
transit stop	surveillance cameras
dining car	journey
ship berthing	river
flight schedule	timetable
terminal building	scanning
body motion	move
propeller airplane	compact
air traffic control center	remote location
passenger ship	medical center
commercial shipping	freight
transportation device	cargo capacity
vehicle crew	trust
sport utility vehicle	off-road terrain
offshore anchorage	anchoring equipment
offshore support ship	assist in maintenance
vehicle carrier ship	vehicle ramps
scale test car	testing new car features
ship cabin	on a ship
pier	docking point
hoisting device	ground level
river port	cars
railway junction	meeting point
arriving	coming
passenger railway car	destination
canal structure	tunnels
flight schedule	yes
gallery car	transporting cargo
road vehicle	music system
