maritime blockade	capture of ships methods
transit route	commuting purpose
transitway	commuting usage
fuel tank	power vehicle purpose
keeping	collective responsibility
motor scooter	delivery uses
emergency road vehicle	volunteer driver
navigation light	helping navigation purpose
cable ship	underwater operation
fishing vessel	aluminum materials
vehicle crew	port work environment
cargo container	weatherproof features
crew list	organization common in
taking off	lift-off ceremony event
long ton	18th century origin
head end car	carries cargo function
long ton	nautical context originated from
transportation schedule	route content
personal watercraft	steering wheel control mechanism
air traffic control center	controlling function
whaling ship	multi-masted design
paved runway	long length
organic object	serves as habitat function
petroleum pipeline	habitat destruction environmental impact
navigation light	coastline location
transportation device	manual mode
truck tractor	transporting goods use
etiologic agent	infection causes
petroleum product pipeline	transports oil function
mass measure	measuring method
fuel tank	engine related to
head end car	propels movement
volume measure	measuring water common applications
light truck	carrying heavy loads used for
fishing trawler	experienced captain
vehicle crew	road trip location
containerization	efficiency goals
fuel tank	store fuel purpose
general cargo ship	waterway located at
vehicle registration	variable fee
ocean liner	swift speed
water transportation system	docks features
fire boat	hoses equipment
port embargo	punishing purpose
managing	accountability responsibility
electrical signalling	communication definition
transit shelter	complex design
motor scooter	kickstand features
contract carrier	trucking mode of transportation
head end car	accelerating usage
tractor trailer	transportation associated with
organic compound	essential oils examples
containerization	security features
scale test car	aerodynamic shape design
signalling	vibrational types
navigation light	waterway placement
cargo manifest	logistics related to
managing	prioritizing method
cab car	event used in
arriving	entering event
air traffic control procedure	directing aircraft responsibilities
rail transportation system	signals safety features
shipping lane	important for economy importance
navigation	watch device
petroleum pipeline	petroleum products purpose
flight schedule	printed copy accessibility
water area	transportation functions
transit route	waterway type
container terminal	manual operations
attaching	irreversible type of attachment
cargo manifest	complete requirements
freight car	open types
ship berth	floating dock types
electronic signalling	low speed
cargo handling	productivity efficiency
train assembly	city found in
coach railcar	toilets features
land vehicle	open design
flight deck	tarmac features
refrigerated compartment	thermostatically controlled design
jet engine	power plant location
moving violation	vehicle driver
container terminal	privately operated management
navigation buoy	lake location
commercial carrier	charge for services business model
motor scooter	off-road uses
air traffic control tower	ensure safe takeoff and landing function
atmospheric region	magnetosphere layers
ship deck	cleaning maintenance
vehicle crew	communicating skill
multiple track railway	multiple tracks features
navigation light	buoyant object shape
train station	lockers facilities
pusher tug	strong propulsion features
atmospheric region	near the earth's surface location
unpaved runway	sand surface
electric motor	varies speed
cab car	airport located at
cable ship	deep-sea operation characteristics
long ton	2,000 pounds equivalent to
cabotage	increase trade purpose
surfaced roadway	traffic lights features
petroleum product	plastic production uses
registry ton	1,000 liters definition
transportation schedule	arrival time includes
ship berth	recreational usage
organic compound	flavoring uses
railway junction	switches features
transportation company	safety regulations
shipping lane	subject to environmental concerns maintenance
cubic foot	building materials real-world application
animal powered vehicle	africa regions
cabotage	stimulating local economy benefits
lighter	igniting cigarettes purpose
train assembly	passenger function
petroleum tanker ship	efforts to reduce pollution environmental impact
port embargo	affect economy consequences
pusher tug	harbors location
electronic signalling	internet signal example
chemical tanker ship	safety equipment safety features
air route	leisure used for
ship hold	container structure
long ton	not equal difference from short ton
organic compound	industry uses
ship berthing	local regulations regulations
managing	supervisor role
shipping lane	used by passenger ships usage
commercial shipping	cost per unit cost
transit route	scenic route condition
passenger railway car	business class luxury level
vehicle carrier ship	seas located at
container ship	shipping function
animal powered vehicle	transporting people used for
canal system	periodic repairs maintenance
guiding	on a road location
rail transportation system	tracks infrastructure
material handling equipment	hydraulic features
intentional process	evaluation stage
attaching	decorating purpose
guiding	helpful attributes
merchant marine	supply chain functions
port facility	trade industry
ship cabin	passenger's accommodation used for
cable ship	transferring data used for
sea lane	path definition
truck tractor	fast characteristics
portable bridge	overcoming obstacles purpose
transit stop	safe safety
local transit system	ferry vehicle type
radio navigation beacon	high accuracy
dining car	chair facilities
ship deck	storing used for
government organization	public health goals
ore carrier ship	carrying ore function
deck cargo	shipping transportation
relational attribute	product id examples
liner service	variable cost
research ship	monitoring weather function
cubic foot	gallon related to
body motion	permanent duration
dining car	railway station located in
legal charge	local jurisdiction
ship agent	understanding of regulations expertise
taking off	fear associated with
flight schedule	timetable information
electronic signalling	secure properties
cab car	public transport used for
gallery car	enjoying scenery functionality
rail transportation system	reliable efficiency
set	collection mathematical concept
cargo manifest	sender information included
container ship	global commerce usage
portable bridge	suspension structure
hopper dredger	large storage capacity design
head end car	large windows features
commercial shipping	bulk cargo types
sea lane	by maritime authorities regulation
flatcar	transporting heavy loads used for
electronic signalling	analog format
organic object	laboratory location
atmospheric region	gradual characteristics
arriving	office location
organizational process	task assignment tools
air traffic control procedure	radar system components
road transportation system	daily commute usage
research ship	scientific instruments equipment
spine car	underground type
passenger railway car	hundreds capacity
container terminal	trains traffic
major air carrier	safe reputation
deck cargo	dry cargo type
hopper dredger	anchor design
water transportation system	requires periodic dredging maintenance
port city	urban area population
broad gauge railway	larger track
transportation authority	promoting efficient transportation goals
commercial shipping	refrigerated type
broad gauge railway	railway with wider track gauge definition
cargo manifest	accurate properties
water transportation system	ferry vehicles
railcar carrier ship	multiple cargo holds features
dining car	table features
train assembly	railway component
propeller airplane	private transportation used for
navigation light	marking a channel function
transit stop	shelters features
hangar bay	open design
ship register	vessel details contents
passenger ship	emigration used for
relational attribute	ensures data consistency function
material handling equipment	hydraulic operational aspect
outfit car	heating features
vehicle registration	truck registration types
common carrier	transport goods function
petroleum pipeline	contribution to climate change environmental impact
airport classification	passenger uses
fire engine	emergency worker driver
parking garage	managed by company organization
water transportation system	passenger ship types of vessels
ship cabin	stateroom type
electric device	circuits components
managing	team aspect
cable ship	advanced technology features
bulk cargo	petroleum products commonly carried
broad gauge railway	can carry heavy loads advantages
merchant marine	bulk carriers vessels
electrified railway	higher construction cost disadvantages
ship compartment	electrical outlets features
broad gauge railway	wider track characteristics
port facility	liquid cargo types of goods
transit shelter	at train stations location
vehicle registration	local government issuing authority
research ship	studying function
emergency vehicle	firefighter operator
internal attribute	unique feature definition
arriving	coming into sight definition
cab car	air conditioning features
etiologic agent	contact transmission
navigation light	regulated by regulation
port embargo	iran-us relations historical significance
merchant marine	private shipping industry definition
port crane	vertical operational range
paved runway	measured in meters length
traffic control process	highway environment
canal lock gate	steel materials
rail transportation system	controlled safety
fixed bridge	fixed characteristics
river port	docks features
turboprop airplane	atr 72 example of
electric motor	electrostatic principle
water transportation system	river waterway
set	inventory management real-world applications
general cargo ship	mast-like structures structure
transit stop	elevator available accessibility
canal lock gate	facilitates navigation purpose
international airport	least secure characteristics
railroad bridge	access function
waterway junction	complex engineering
lighter	piezoelectric mechanism
full size van	ample space for cargo seating capacity
signalling	radio methods
fixed bridge	non-moveable structure
registry ton	1000 kilograms size
containerization	rapid development advantages
transportation schedule	monthly structure
crane ship	mechanical operation
tractor trailer	tall size
jet engine	expansion of hot gases operating principle
organizational process	digital communication
bulk cargo	requires specialized equipment handling
railway vehicle	carries passengers function
sea lane	strait location
petroleum tanker ship	environmental damage risk
ship berth	accommodating functions
deck cargo	air shipping method
taking off	short distance
personal watercraft	high speed range
transportation device	none number of wheels
deck crane	heavy-lifting crane type
transit route	regular scheduling
private railcar	private owners operated by
outfit car	vehicle type
rocket engine	reliable characteristics
standard gauge railway	railway signaling equipment
internal attribute	restricted access
propeller airplane	up to 1000 miles range
managing	leadership responsibility
outfit car	special occasion purpose
motor scooter	road environment
traffic control process	rush hour times
transit route	two way direction
dining car	kitchen amenities
ship agent	marine law qualifications
offshore supply ship	emergency response purpose
contract carrier	warehousing services
freighter	bulk capacity
relational attribute	has a value properties
traffic control process	convenience goals
ship agent	logistics services
maritime blockade	blockade of cuba during us embargo historical examples
train assembly	transportation type
railroad track	transporting goods function
electronic signalling	pulse code modulation method
fishing vessel	transporting goods used for
transit stop	private transportation served by
terminal building	minimalist design
port facility	handling operations
truck tractor	farm operational environment
whaling ship	harvesting whales function
dining car	train dining type
container terminal	warehousing facilities infrastructure
animal powered vehicle	recreation main purpose
portable bridge	crossing functionality
offshore anchorage	periodically cleaned maintenance
jet engine	highly efficient design
air route	subject to change schedule
light truck	towing purpose
port crane	tons weight capacity
air traffic control center	meteorologists staff
canal lock	complex engineering
government organization	citizens responsibility
petroleum tanker ship	fire suppression systems safety features
dry bulk cargo	trains mode of transport
dual gauge railway	potential for gauge-related issues challenges
mode of transit	variable route
freighter	shipping companies operated by
railroad company	founded in history
multiple track railway	commuter rail type
vehicle crew	outdoor work environment
dual gauge railway	different rail widths characteristics
rail transportation system	medium capacity
vehicle crew	using phone communication
pier	large size
motor scooter	vespa brand
land area	grassland classification
traffic signal	caution type
set or class	cataloging items real-world applications
head end car	distinctive shape design
diesel engine	large cylinders design feature
full size van	business use use
deck crane	ship repair used for
shipping channel	connecting sea and river definition
managing	participative style
fishing vessel	mechanical operation
transit route	flexible schedule
internal attribute	used for classification importance
international airport	landing facilities
organizational process	manager roles
commercial shipping	cruise liner vessel
transportation company	route network services
railcar carrier ship	ports found in
signalling	control systems used in
road junction	y-intersection road configuration
maritime blockade	blockade of ports method
tugboat	diesel engine propulsion
tank car	tank-like construction
transportation system	plane vehicle type
transit terminal	food court features
set or class	has a name characteristics
cargo container	tanker types
offshore supply ship	supplying equipment purpose
crew list	employee roster purpose
canal system	growth economic impact
ship berth	unloading purpose
keeping	wrapping method
passenger ship	cruises accommodation
bill of lading	shipper recipient
animal powered vehicle	special occasions modern usage
internal attribute	optional usage
intentional process	decision-making mechanisms
offshore anchorage	stable bottom characteristics
cargo manifest	batch frequency
organic compound	industrial functions
sea lane	seas location
port city	noise environment
ore carrier ship	mining companies operated by
ship hold	small size
electrical signalling	electrical signal type
animal powered vehicle	rural popularity
intermodal transportation	efficient use of resources definition
port embargo	violation of agreement trigger
fishing boat	sailing operations
passenger railway car	food service features
fire boat	volunteer operated by
containerization	storage related concepts
emergency road vehicle	maintaining law and order purpose
port facility	offices facilities
ore carrier ship	steam turbine propulsion
port crane	lifting heavy loads purpose
offshore supply ship	renewable energy operations
offshore supply ship	vessel type of ship
long ton	tonne equivalent
passenger ship	few passengers capacity
commercial airport	baggage handling security
common carrier	facilitates trade and commerce role
train station	staff operations
minivan	large car type of vehicle
organizational process	continuous monitoring
traffic control process	prevent congestion purpose
jet airplane	military operations used for
ship register	flag state information types of records
freight car	transportation use
ship compartment	unsecured security
rocket engine	space agency industry
long ton	1000 kilograms conversion
hopper dredger	create harbors function
hangar bay	large characteristic
crew list	non-profit organization
waterway junction	commercial importance
passenger car	average speed
radar or sonar	air traffic control uses
whaling ship	steel materials
electronic signalling	analog signal encoding
ship hatch	loading/unloading function
terminal building	air traffic control function
navigation buoy	glass materials
vehicle registration	vehicle details features
land area	portion of the earth's surface definition
bill of lading	serves as proof of insurance functions
fixed bridge	enabling water crossing purpose
turboprop airplane	pilatus manufacturer
fixed bridge	vehicular usage
fuel tank	composite material
terminal building	baggage storage services
contract carrier	business industry
flatcar	shipping vehicles used for
container terminal	automated operations
gallery car	large space features
scale test car	testing function
vehicle wheel	mag wheel wheel design
offshore supply ship	bulk cargo capacity
taking off	blastoff event
arriving	prepared for anticipation
single traffic lane	one-way traffic regulation
personal watercraft	lake usage
international airport	check-in counter services
spine car	transport people usage
hopper dredger	pumps component
navigation	online scale
multiple track railway	quadruple track types
transitway	suburban location
parking garage	large size
air traffic control center	traffic flow management responsibilities
atmospheric region	near earth's surface location
traffic signal	orange types
crew list	marine navigation used for
transit stop	corner location
rocket engine	launching spacecraft function
general cargo ship	open deck structure
etiologic agent	avoidance of contaminated source prevention
dining car	specialized cuisine
cabotage	commerce purpose
taking off	space travel related concept
cabotage	carrying oil from one refinery to another example
traffic control process	prioritization principles
surfaced roadway	facilitating commerce purpose
train station	transit function
turboprop airplane	agricultural spraying use
transit route	foot vehicle
vehicle registration	address information required
canal lock gate	replacement maintenance
flight schedule	airline related concepts
major air carrier	business travelers customers
registry ton	equal to 2,000 pounds conversion
canal system	engineered construction
private railcar	private bathroom features
offshore support ship	support fleet usage
government organization	social welfare responsibilities
traffic control process	reducing congestion impact
portable bridge	disaster area location
internal attribute	used to predict behavior importance
electric device	electronic operating principle
refrigerated compartment	restaurant found in
electronic signalling	control purpose
petroleum product pipeline	replacement maintenance
fish factory ship	fishmeal and oil production used for
ship hold	on a ship location
air traffic control tower	communication equipment equipment
transportation authority	traffic management departments
canal lock gate	gravity mechanism
single traffic lane	uncontrolled traffic flow
dining car	full meal food options
petroleum pipeline	maintained by humans construction
commercial shipping	competition factors affecting
railroad company	ticket sales revenue streams
volume measure	fl oz symbol
offshore support ship	ahts type
electronic device	processing function
ship hull	bolted construction
dry bulk cargo	pipelines transported by
body motion	head involves
ore carrier ship	average speed
maritime blockade	starvation consequences
cable ship	communications purpose
fixed bridge	recreation function
gallery car	specially designed design
ship hull	triple-hulled structure
surfaced roadway	old condition
taking off	transportation purpose
chemical tanker ship	separate compartments features
local transit system	fixed price fare system
transit shelter	lights structure
emergency road vehicle	highway location
water transportation system	upgrades maintenance
fire engine	fighting fires purpose
etiologic agent	toxin production mechanism of action
keeping	family responsibility
canal system	industrial functionality
cabotage	movement of goods between two places meaning
parking garage	electric vehicle charging features
drilling ship	self-propelled structure
regulatory process	enforcement methods
cabotage	strategic purpose
cargo manifest	destination information
offshore supply ship	water cargoes carried
motor scooter	fast speed
keeping	bank location
intermodal transportation	transportation of goods or people using multiple modes definition
electronic device	assist function
railroad bridge	cable-stayed type
dry bulk cargo	manufacturing used for
paved runway	heavy machinery used maintenance
transit shelter	waiting for bus usage
government organization	global influence
fishing trawler	fiberglass material
diesel fuel	low sulfur content properties
lighter	flameless ignition safety features
canal structure	transportation function
petroleum tanker ship	government agency operator
outfit car	fabric materials
petroleum tanker ship	seagoing operation
cargo container	housing machinery used for
chemical tanker ship	marine cargo function
commercial shipping	port authorities players
train station	waiting area services
regulatory process	economic considerations factors influencing
merchant marine	played important role in world wars historical significance
dry bulk cargo	construction sites destination
container ship	around 25 knots speed
land area	for environment importance
cargo manifest	itemized list structure
railway junction	branching point function
electric device	outdoor usage
aid to navigation	guiding function
mass measure	volume measure related to
taking off	proper clearance preconditions
ship agent	problem solving skills
railroad track	uneven surface
petroleum tanker ship	sea location
emergency vehicle	on highway location
research ship	research submarine type
traffic light	ensure safety usage
intermodal transportation	combined transportation modes definition
relational attribute	used in data modeling characteristics
traffic control process	signal timing methods
road vehicle	hybrid fuel type
ship agent	administering responsibilities
commercial shipping	competitive cost
fixed bridge	facilitates transportation function
deepwater port	large vessel size
motor scooter	touring usage
regulatory process	approval steps
passenger railway car	commuter route
cargo ship	regional route
commercial shipping	government regulation
vehicle crew	radio communication
canal lock gate	hinged design
cab car	steam-powered features
cargo manifest	logistics company generated by
ship berth	unloading used for
fishing boat	lake located at
light truck	4x4 vehicle type
surfaced roadway	well-maintained maintenance
commercial carrier	scheduling services
train station	ticket counter services
bill of lading	proof of goods shipment functions
dangerous goods	permits required regulations
maritime blockade	monitoring ports methods
offshore support ship	oil company owner/operator
organic compound	synthesized in lab nature
multiple track railway	repair work maintenance
ship berthing	water depth safety consideration
offshore anchorage	sailboats used by
port embargo	diplomatic efforts lifted by
volume measure	related to mass scientific concept
spine car	luxury car category
port city	waterfront promenade features
terminal building	large windows characteristics
international airport	aircraft fueling infrastructure
petroleum tanker ship	refinery location
transportation system	anti-lock braking system safety features
intermodal transportation	seamless movement principles
organic compound	food used for
signalling	protein medium
shipping lane	path definition
deck cargo	customs regulations regulated by
railway junction	crossing type
personal watercraft	racing used for
portable bridge	driving functionality
legal charge	compensation nature
broad gauge railway	wider than standard gauge characteristics
mass measure	used in science conversion
intermodal transportation	monitoring management
passenger railway car	dining type
railway junction	border location
glider airplane	gliding performance
emergency road vehicle	police officers crew
electrical signalling	graded potential propagation
hoisting device	load limits safety features
propeller airplane	classic era
ship berthing	mooring lines process
department of transportation	road maintenance services
jet engine	scientist developed by
transportation schedule	express route
transportation schedule	navigation purpose
electrified railway	trains uses
radio navigation beacon	providing location information purpose
deepwater port	transshipping operations
pusher tug	heavy-duty features
passenger railway car	platform located at
maritime blockade	in violation of un charter international law
long ton	united kingdom originated in
air route	air traffic control operation
mass measure	length measure related to
managing	operations aspect
railway vehicle	station located at
cable ship	maintaining existing cables function
government organization	law enforcement employees
road transportation system	speed vehicle characteristic
navigation light	tower-mounted installation
port embargo	lifted duration
offshore supply ship	providing logistical support function
cab car	airport common places
radar facility	detection functionality
attaching	screw object
port crane	operator controls features
local transit system	fixed prices fare structure
general cargo ship	general cargo design
watercraft	sail features
ship berth	floating types
rail transportation system	regular maintenance maintenance
turbojet engine	high speed characteristic
ship berthing	pier features
road junction	regulating flow purpose
tank car	moving chemicals used for
trade embargo	partial type
keeping	place location
electric motor	home appliances application
propeller airplane	early aviation history
arriving	entering direction
standard gauge railway	permanent way track type
liner service	passenger travel purpose
dry bulk cargo	food production usage
bill of lading	ocean bill of lading types
turbojet engine	compressor design
international airport	food services
lighter	gas mechanism
electric motor	power measures
transportation company	ground transportation services
air traffic control tower	navigation aids equipment
ocean liner	massive size
jet airplane	long-distance mode of transportation
dining car	casual meal experience
ship deck	mid location
offshore supply ship	working in open sea operations
organizational process	business applications
vehicle registration	purchasing a vehicle required for
common carrier	connecting places purpose
ship hull	support purpose
regulatory process	audit steps
transportation schedule	transportation provider responsibility
intermodal transportation	shipping modes
vehicle carrier ship	underway for several days operation
motor scooter	touring use
traffic light	ensure safe traffic flow safety
research ship	non-profit operation
single traffic lane	uninterrupted traffic flow
train station	difficult to navigate attributes
passenger railway car	commuter type
dangerous goods	environmental damage consequences of mishandling
research ship	coastal waters cruising area
port facility	surveillance security
fire engine	white color
navigation	essential importance
sport utility vehicle	outdoor enthusiasts marketed by
flatcar	transporting vehicles uses
transportation system	moving people functionality
electrified railway	quieter operation
multiple track railway	ballast components
etiologic agent	bacteria type
bulk cargo	loaded handling
air traffic control center	air traffic control function
unpaved runway	difficult to maintain challenges
gallery car	air conditioning features
parking garage	multilevel structure
air traffic control center	separating aircraft responsibilities
department of transportation	public transportation structures
material handling equipment	forklift type
spine car	high speed
electronic signalling	control application
set	no repetition properties
coach railcar	platform located at
transportation company	national scope
diesel engine	low cost advantages
railway vehicle	seating features
passenger railway car	doors features
intentional process	result outcome
hangar bay	protected area structure
ship hull	medium size
fishing boat	water located at
fishing vessel	individual owned by
railway vehicle	carrying passengers function
atmospheric region	mostly oxygen composition
standard gauge railway	passenger transport usage
merchant marine	stewards people
petroleum tanker ship	in international waters operation
organizational process	feedback-based monitoring
dry bulk cargo	consumer destination
transportation company	deckhands employees
cargo manifest	inventory purpose
radio navigation beacon	high-accuracy characteristics
broad gauge railway	south africa origin
deck crane	industrial usage
bill of lading	digital signatures verified by
liner service	recurring service operating model
ship deck	for safety purpose
diesel fuel	power plants used in
keeping	public context
port facility	loading equipment equipment
tractor trailer	logistics industry
ship berth	seasonal maintenance maintenance
terminal building	processing flights purpose
material handling equipment	operator training safety considerations
ship berth	anchored characteristics
radar facility	uses radar waves technology
freighter	trade used for
organic compound	sucrose examples
electronic signalling	local range
transitway	expanded construction
water transportation system	sea waterway
ship berthing	short-term duration
research ship	non-profit funding source
road transportation system	carbon emissions environmental impact
ocean liner	cabin crew crew
bill of lading	description of goods contents
broad gauge railway	originated in russia history
minivan	streamlined design
transit terminal	authorities security
water transportation system	boat vehicle
transportation authority	regulatory type
turboprop airplane	reinforced airframe
international airport	duty-free shop services
fish factory ship	captains workers
signalling	signal processing mechanism
dining car	cozy ambiance
drilling ship	jack-up type
ship hold	shipping goods used for
electrified railway	powered by electricity operation
passenger ship	mid-range luxury level
bulk cargo	air transportation modes
containerization	software development used for
container ship	average speed
ship compartment	difficult accessibility
taking off	helicopter aircraft
fishing trawler	trawling net design
department of transportation	maintain roads function
government organization	regulate function
hopper dredger	reclamation usage
transit route	international location
local transit system	fixed fare system
registry ton	equal to 20 cubic meters definition
electrical signalling	transmitting information functions
transit stop	information booth facilities
canal structure	engineered design
department of transportation	traffic regulation responsibilities
dining car	enjoyment purpose
major air carrier	sponsored revenue model
private railcar	wood materials
crane ship	diesel-electric propulsion
aid to navigation	buoy example
atmospheric region	absorbs uv radiation function
intentional process	preparation planning
contract carrier	cost-effective characteristics
waterway junction	diverting function
department of transportation	enforcement officers staff
flatcar	moving equipment purpose
broad gauge railway	heavy characteristics
canal system	increasing water level function
liner service	transport goods purpose
multiple track railway	separate function
hangar bay	protected from enemy fire characteristics
standard gauge railway	developed in 19th century history
paved runway	infrequently maintained maintenance
electrical signalling	brain location
commercial airport	suburban area location
propeller airplane	lightweight size
transportation schedule	subway type
railcar carrier ship	loading facilities features
navigation buoy	marine safety used for
pusher tug	moving objects function
vehicle carrier ship	transporting vehicles during war usage
navigation light	by international convention regulation
cabotage	importing and exporting goods example
shipping channel	sea location
ship berthing	quay type
transit stop	off-peak hour operation
electric device	remote control control
electrified railway	faster travel time benefits
road transportation system	speed limit driver behavior
fixed bridge	infrastructure type
single traffic lane	accidents safety concern
animal powered vehicle	fast speed
personal watercraft	life jacket safety feature
single traffic lane	stop-and-go traffic flow
arriving	business purpose
ship hatch	in bulkhead location
electronic device	tv output methods
light fixture	industrial style
single traffic lane	parking purpose
fire boat	oceans used in
vehicle carrier ship	freight type
dual gauge railway	signals infrastructure
ship berth	floating dock types of
fixed bridge	high characteristics
deck cargo	on deck storage
cargo container	dock location
passenger car	borrowed ownership
local transit system	fixed route features
minivan	large van vehicle type
containerization	increased efficiency benefits
common carrier	subject to laws regulations
department of transportation	rail transportation modes
ship cabin	control room function
pusher tug	winch components
vehicle registration	annual renewal process
ship hatch	remote controlled operation
canal lock	water supply components
deck crane	offshore platform usage
passenger railway car	restroom components
fish factory ship	livelihood purpose
air traffic control tower	communication systems physical structure
air traffic control procedure	responding to system failures procedures for emergencies
managing	coordinating process
ship hold	cranes features
tank car	manufacturing associated with
commercial agent	representing functions
commercial shipping	liquid goods type of cargo
traffic light	box-shaped physical appearance
water transportation system	underground mode
canal	coastlines location
pier	with restaurants features
air traffic control procedure	pilot role
intermodal transportation	port connection
organizational process	limited resources
material handling equipment	slow speed
intermodal transportation	economic benefits benefits
railway junction	trackside signs safety features
offshore support ship	tugger equipment
electrified railway	catenary system technology
aid to navigation	provides location information function
hangar bay	security features
river port	logistics management
ship hold	crucial for global trade importance
electric motor	power output performance
flatcar	easy loading characteristics
volume measure	measuring space used for
set or class	philosophy mathematical concept
spine car	long and slender characteristics
dual gauge railway	compatible with different gauges features
cargo ship	importing goods used for
container ship	trained crew
railcar carrier ship	flat deck design
passenger car	long distance travel used for
partial container ship	for specific cargo usage
bill of lading	shipper involved parties
lighter	cigarette pack common places to find
parking garage	ramp design
freight car	large size
traffic signal	square design
intentional process	satisfaction outcomes
intentional process	desired outcome
ship hatch	handle features
traffic control process	roads location
spine car	freight purpose
canal structure	recreation function
legal charge	authority issued by
multiple track railway	commuter trains usage
set or class	a class of objects examples
organic object	unique characteristics
port city	trade hub function
transit terminal	enclosed area layout
internal attribute	by self-reflection measurement
set	collection related concepts
petroleum product	diesel forms
ship compartment	crew purpose
rocket engine	heat resistance design considerations
merchant marine	ocean-going ships definition
intermodal transportation	sea transportation route
navigation light	marine navigation usage
attaching	strong techniques
hangar bay	protected characteristics
road vehicle	multiple seating capacity
legal charge	traffic violation related to
liner service	fixed departure and arrival times features
scale test car	accelerometer features
full size van	ford popular brands
land area	mountain range natural boundaries
tractor trailer	semi-trailer truck type
air traffic control procedure	radio communication
etiologic agent	long lifespan
major air carrier	scheduled operations
ship berth	buoy markers safety
air route	regional destination
transit route	commuter type
air route	commercial type
surfaced roadway	speed bumps safety features
jet engine	high speed key features
vehicle registration	owner's information information contained
electronic signalling	control system application
dangerous goods	blowing up hazardous effects
ship hatch	entry/exit point function
body motion	exercise purpose
navigation buoy	yellow color
moving violation	road maintenance caused by
transit route	tourist attraction destination
air route	flight frequency features
relational attribute	unique key types
ship cabin	shower features
fuel tank	rectangular shape
dual gauge railway	allowing same track to be used by different gauge trains purpose
material handling equipment	portable features
liner service	connecting islands purpose
road vehicle	high speed
cargo manifest	volume elements
transit terminal	baggage claim facilities
passenger car	diesel type of engine
traffic signal	crucial for road safety importance
shipping lane	environmental impact risks
ship deck	in a harbor location
petroleum pipeline	spills safety concerns
crew list	tracking attendance usage
flight deck	aircraft carrier related to
mode of transit	plane mode
gallery car	commuting used for
land vehicle	small size
jet engine	axial design
petroleum tanker ship	collisions safety concerns
internal attribute	independent of external factors relation
head end car	freight type
spine car	powered by diesel characteristics
container ship	shipping products used for
shipping channel	facilitating trade function
scale test car	toy industry industry
road transportation system	environmental impact
hoisting device	pulley system mechanism
aid to navigation	marking hazards purpose
coach railcar	dozens seating capacity
chemical tanker ship	valves equipment
track gauge	american railway engineering association standardization
terminal building	seating areas facilities
deepwater port	waterfront location
navigation	triangulation technique
sport utility vehicle	jeep brand
navigation	maps tools
bulkhead	partition structure
multiple track railway	double track type
taking off	air traffic controller associated with
volume measure	everyday life application
hoisting device	shipping common uses
bill of lading	proves delivery purpose
attribute	object scope
transit route	public mode
signalling	regulate behavior purpose
air traffic control procedure	airport locations
water transportation system	freshwater types
ship compartment	security cameras security
pusher tug	sea location
vehicle wheel	axle location
liner service	efficient function
fuel tank	under the car location
arriving	recent state
bulk cargo	ton measured by
partial container ship	limited capacity
intermodal transportation	flexible routing characteristics
single traffic lane	road environment
turbojet engine	power-to-weight ratio design consideration
commercial agent	providing information functions
radar	weather monitoring applications
full size van	comfortable seating features for passengers
scale test car	workshop location
transit terminal	seating facilities
intermodal transportation	breakbulk container
international airport	immigration functions
vehicle carrier ship	ocean location
guiding	setting direction process
merchant marine	long history history
train station	train arrivals operations
commercial carrier	moving goods function
transportation authority	safety goals
commercial airport	secure characteristics
freight car	brakes parts
road vehicle	heavy size
managing	achieving targets goals
shipping lane	moving cargo used for
guiding	making informed decision result
whaling ship	captain operator
transportation system	freight purpose
vehicle registration	valid for a certain period duration
scale test car	educational purposes use
water transportation system	barge type
lighter	lights cigarette function
merchant marine	support military operations functions
deck crane	moving heavy loads functions
common carrier	liable for loss responsibility
animal powered vehicle	environmentally friendly characteristics
traffic control process	fine consequences
local transit system	peak hours only frequency of service
ship compartment	emergency equipment usage
sea lane	reduces travel time importance
vehicle crew	extensive training required
ship hold	lighting care and maintenance
dual gauge railway	complex track design challenges
air traffic control center	ensuring safety responsibilities
shipping channel	facilitate trade purpose
railroad bridge	column support
organic object	providing oxygen functions
deck cargo	loaded/unloaded by crane loading/unloading
minivan	transportation vehicle type of vehicle
freight car	factory location
land area	usable land definition
petroleum product	black color
navigation light	day usage
refrigerated compartment	preserves function
water transportation system	national scale
hoisting device	precision characteristics
minivan	daily errands common use
fixed bridge	longest length
surfaced roadway	potholed surface quality
liner service	freighter type
coach railcar	economy class class
vehicle wheel	varies by vehicle type size
cabotage	licensing required regulations
deck cargo	by truck transportation
commercial agent	maximizing profits goals
fixed bridge	railway track features
transit terminal	signage physical appearance
deepwater port	complex scale
dangerous goods	separate storage storage requirements
ship berth	ships used for
tugboat	inland tug type
sea lane	national regulations regulation
mode of transit	roads associated with
moving violation	traffic infraction category
light fixture	providing light purpose
electrical signalling	telegraphy types
electrified railway	electrical system infrastructure
railway junction	heavy load traffic
fixed bridge	serves as a landmark function
animal powered vehicle	saddle features
partial container ship	partially filled characteristics
tugboat	small size
ship berthing	refueling purpose
transportation device	water mode of travel
standard gauge railway	europe found in
whaling ship	processing whale products activities
freighter	business purpose
internal attribute	calculation use
air traffic control tower	issuing clearances responsibility
deepwater port	containers traffic
rail transportation system	braking systems safety features
train station	major station types
dual gauge railway	two parallel tracks features
containerization	wrapping around code definition
intermodal transportation	ship types of transportation
commercial agent	negotiation communication skills
ship agent	processing paperwork function
portable bridge	fiberglass material
vehicle registration	penalty consequences
train station	trains equipment
